DepartureStation,ArrivalStation,Capacity,Weekend,Month,Hour,Duration,Passengers
BH,AW,240,1,5,15,2.92,186.0
BD,AW,220,1,4,13,1.58,165.0
AK,AW,220,1,4,23,1.67,191.0
AT,AW,220,1,10,14,1.67,220.0
AT,AW,240,1,5,12,1.75,239.0
AL,AW,220,0,4,7,1.42,141.0
BC,AW,240,0,4,8,1.58,166.0
AU,AW,240,0,4,6,2.17,240.0
AU,AW,240,0,4,19,2.17,240.0
AK,AW,240,0,5,22,1.75,237.0
BA,AW,220,0,5,12,1.5,220.0
AT,AW,240,1,4,9,1.58,214.0
AK,AW,240,1,4,17,1.67,204.0
AO,AW,220,0,7,13,1.67,220.0
AF,AW,220,1,1,21,2.67,158.0
BM,AW,240,1,1,7,4.75,190.0
AP,AW,240,0,8,21,3.08,145.0
AQ,AW,236,1,8,21,2.25,199.0
BD,AW,240,1,3,13,1.58,177.0
AT,AW,236,0,9,18,1.75,236.0
AK,AW,220,0,12,10,1.58,160.0
BC,AW,220,0,7,8,1.67,220.0
BM,AW,240,0,6,19,3.83,199.0
AK,AW,220,1,8,13,1.67,220.0
AP,AW,240,0,1,9,2.92,176.0
AF,AW,240,0,11,6,2.67,165.0
AF,AW,220,0,6,22,1.73,220.0
AT,AW,240,1,3,8,1.58,204.0
BM,AW,240,1,1,18,4.75,177.0
BM,AW,240,0,3,14,3.75,172.0
AT,AW,240,0,12,9,1.67,195.0
AK,AW,240,0,1,22,1.67,220.0
BF,AW,220,0,10,18,1.42,217.0
AK,AW,240,0,3,13,1.67,240.0
AK,AW,240,0,11,13,1.5,219.0
BF,AW,220,0,1,8,1.42,206.0
AT,AW,240,1,2,14,1.58,229.0
AY,AW,220,1,2,13,2.42,220.0
BH,AW,240,0,12,16,2.83,124.0
AT,AW,240,0,2,16,1.58,201.0
BC,AW,240,1,9,8,1.58,226.0
BL,AW,240,0,7,21,2.17,211.0
AT,AW,240,1,6,14,1.75,240.0
AV,AW,240,1,9,8,1.5,138.0
BM,AW,240,1,6,8,3.83,206.0
BQ,AW,236,1,9,21,2.08,177.0
AK,AW,220,1,8,20,1.5,220.0
BD,AW,220,0,1,13,1.58,159.0
BD,AW,240,0,7,8,1.67,152.0
BF,AW,240,0,5,22,1.42,177.0
AO,AW,240,0,1,13,1.42,161.0
AT,AW,240,0,3,14,1.58,240.0
BF,AW,240,0,9,8,1.42,224.0
BL,AW,220,0,10,9,2.17,172.0
AT,AW,240,0,7,14,1.75,238.0
BP,AW,240,1,7,22,1.67,228.0
AK,AW,240,1,12,14,1.58,177.0
AK,AW,240,0,11,18,1.58,206.0
AK,AW,240,0,10,22,1.5,222.0
BN,AW,240,1,9,21,1.58,178.0
BD,AW,220,0,2,19,1.58,190.0
BJ,AW,220,0,6,22,1.17,123.0
AT,AW,240,1,9,18,1.75,240.0
BP,AW,240,1,12,17,1.67,159.0
BH,AW,240,0,7,20,3.0,190.0
AF,AW,240,0,3,8,2.67,225.0
AD,AW,220,1,11,17,1.33,220.0
AT,AW,236,0,11,18,1.67,236.0
AO,AW,240,1,9,18,1.58,158.0
BD,AW,220,0,12,14,1.58,129.0
AY,AW,240,0,6,12,2.5,168.0
AJ,AW,220,0,12,20,2.5,139.0
AK,AW,240,1,12,13,1.58,240.0
AU,AW,236,0,11,19,2.17,211.0
BL,AW,240,0,2,22,2.17,203.0
BL,AW,220,0,7,21,2.17,205.0
AO,AW,220,0,8,13,1.67,218.0
AO,AW,220,0,1,18,1.42,186.0
AT,AW,240,1,7,23,1.75,233.0
BC,AW,236,1,12,8,1.58,236.0
AF,AW,240,1,6,6,1.75,126.0
BL,AW,220,0,5,21,2.25,220.0
AT,AW,240,0,10,9,1.67,240.0
AU,AW,240,1,6,6,2.17,177.0
AB,AW,240,0,8,18,2.0,147.0
AK,AW,240,1,6,13,1.67,222.0
AT,AW,240,0,11,9,1.67,240.0
AK,AW,236,1,2,17,1.67,236.0
AO,AW,240,0,10,18,1.5,240.0
BQ,AW,220,0,10,22,2.08,220.0
AT,AW,240,1,11,17,1.67,240.0
BC,AW,240,1,3,8,1.58,174.0
AT,AW,220,0,2,17,1.58,205.0
AU,AW,240,1,9,19,2.08,236.0
AY,AW,240,0,9,21,2.5,160.0
AL,AW,240,0,11,6,1.42,224.0
BF,AW,240,0,5,8,1.42,216.0
AT,AW,240,1,11,23,1.58,176.0
AO,AW,220,0,4,18,1.42,193.0
AT,AW,240,1,12,12,1.67,189.0
AO,AW,240,1,5,8,1.5,178.0
BP,AW,220,0,5,22,1.75,220.0
BP,AW,220,1,5,22,1.75,220.0
BD,AW,220,0,8,19,1.67,201.0
AT,AW,240,0,4,17,1.58,240.0
AK,AW,220,0,5,21,1.75,220.0
AF,AW,220,1,5,8,1.75,191.0
AO,AW,220,0,10,8,1.58,206.0
AK,AW,220,0,4,17,1.67,220.0
BL,AW,220,1,2,16,2.17,220.0
AT,AW,240,1,4,22,1.58,240.0
AO,AW,240,1,4,8,1.42,144.0
BD,AW,240,1,6,19,1.67,184.0
BL,AW,240,1,4,21,2.17,240.0
BC,AW,220,1,4,23,1.58,212.0
AO,AW,220,0,6,13,1.67,154.0
AT,AW,240,0,12,14,1.67,240.0
BQ,AW,240,0,7,22,2.08,240.0
AT,AW,240,0,11,7,1.67,239.0
BC,AW,240,1,11,22,1.58,214.0
AL,AW,240,0,1,7,1.42,208.0
BQ,AW,240,0,10,22,2.08,237.0
AP,AW,240,0,9,21,3.0,159.0
BM,AW,220,0,10,20,3.75,160.0
AU,AW,240,0,7,17,2.17,188.0
AL,AW,240,0,6,6,1.5,192.0
BC,AW,220,1,2,22,1.58,202.0
BH,AW,220,0,1,16,2.83,139.0
AU,AW,240,0,1,19,2.17,215.0
BL,AW,240,1,6,9,2.17,194.0
AO,AW,220,1,7,18,1.67,212.0
AK,AW,240,0,8,10,1.67,184.0
AK,AW,220,0,11,20,1.5,210.0
BP,AW,240,0,11,22,1.67,235.0
AQ,AW,240,0,7,18,2.25,207.0
AT,AW,240,0,7,7,1.75,240.0
AU,AW,220,0,7,20,2.17,220.0
BC,AW,220,1,2,8,1.58,172.0
AT,AW,240,1,2,18,1.58,240.0
AF,AW,240,0,6,22,1.73,240.0
AP,AW,240,0,9,21,3.0,168.0
AF,AW,220,1,6,6,1.75,220.0
AO,AW,220,1,7,13,1.67,220.0
AL,AW,240,1,3,21,1.42,195.0
BP,AW,240,0,11,8,1.67,192.0
BE,AW,240,1,11,13,2.17,199.0
AT,AW,240,1,3,7,1.58,212.0
AO,AW,220,0,7,8,1.67,220.0
AY,AW,220,0,2,13,2.42,129.0
AE,AW,240,0,1,15,2.83,172.0
AU,AW,240,0,1,19,2.17,228.0
AU,AW,240,1,3,6,2.17,230.0
BB,AW,240,1,3,17,2.08,220.0
AP,AW,240,0,12,9,2.92,167.0
AU,AW,220,1,7,19,2.17,215.0
BC,AW,220,0,7,8,1.67,203.0
AP,AW,240,1,6,9,3.08,161.0
BQ,AW,240,1,10,8,2.08,240.0
AT,AW,240,0,2,18,1.58,240.0
AY,AW,240,0,6,12,2.5,228.0
BF,AW,220,0,7,18,1.5,177.0
AO,AW,240,0,10,18,1.5,195.0
BC,AW,240,1,7,8,1.67,166.0
AT,AW,240,1,11,14,1.67,240.0
AT,AW,240,0,9,8,1.75,240.0
AT,AW,240,0,1,7,1.58,240.0
BH,AW,240,1,3,16,2.83,160.0
AU,AW,236,1,11,6,2.17,171.0
AL,AW,240,0,5,7,1.42,198.0
BD,AW,240,1,3,21,1.58,208.0
BM,AW,240,1,10,13,3.75,208.0
AT,AW,220,0,8,17,1.75,220.0
BQ,AW,240,1,2,22,2.08,151.0
AT,AW,220,1,12,16,1.67,220.0
BM,AW,220,0,11,12,4.75,191.0
BQ,AW,240,1,9,21,2.08,227.0
AT,AW,240,1,8,16,1.75,240.0
BC,AW,236,1,8,22,1.67,233.0
BC,AW,240,0,10,22,1.58,222.0
BC,AW,220,1,7,8,1.67,183.0
BJ,AW,240,0,11,22,1.17,146.0
AF,AW,240,0,1,21,2.67,167.0
BF,AW,220,0,6,22,1.5,119.0
BD,AW,220,0,7,8,1.67,122.0
AL,AW,220,1,11,6,1.42,169.0
AT,AW,220,0,8,17,1.75,220.0
AO,AW,220,0,12,8,1.58,220.0
AT,AW,240,1,7,12,1.75,195.0
BD,AW,240,1,7,14,1.67,240.0
BM,AW,220,0,2,13,4.75,139.0
AT,AW,240,1,6,16,1.75,240.0
AT,AW,240,0,6,8,1.75,240.0
BM,AW,240,1,11,19,4.75,173.0
AX,AW,240,0,11,12,4.5,154.0
BL,AW,240,0,8,14,2.17,240.0
AT,AW,240,1,1,9,1.58,196.0
AT,AW,220,1,2,8,1.58,208.0
AY,AW,220,1,10,12,2.42,175.0
AT,AW,240,0,1,14,1.58,240.0
AL,AW,240,0,12,21,1.42,198.0
AK,AW,240,0,9,13,1.5,240.0
AP,AW,220,1,8,9,3.08,208.0
BF,AW,240,0,8,18,1.5,211.0
AT,AW,240,0,9,20,1.67,240.0
AU,AW,220,0,10,6,2.17,202.0
AK,AW,240,0,2,13,1.67,168.0
AO,AW,240,0,3,17,1.42,177.0
BF,AW,240,0,7,15,1.5,187.0
AY,AW,240,1,6,12,2.5,160.0
AT,AW,240,0,9,14,1.75,240.0
AF,AW,240,0,1,8,2.67,226.0
AP,AW,240,1,7,21,3.08,171.0
AU,AW,240,1,3,6,2.17,214.0
BM,AW,240,0,11,19,4.75,223.0
AK,AW,240,0,12,20,1.5,194.0
AK,AW,240,0,10,22,1.5,233.0
AK,AW,240,0,9,17,1.5,240.0
AO,AW,236,1,1,18,1.42,209.0
BM,AW,240,0,8,13,3.83,163.0
BD,AW,240,1,10,8,1.58,177.0
BP,AW,240,0,6,22,1.67,197.0
AY,AW,240,1,9,21,2.5,223.0
AK,AW,220,1,11,13,1.58,182.0
BM,AW,240,1,9,8,3.83,198.0
BF,AW,240,1,6,7,1.5,240.0
BF,AW,220,1,7,18,1.5,212.0
BD,AW,220,1,12,9,1.58,166.0
BA,AW,220,0,6,12,1.42,176.0
BP,AW,220,1,7,13,1.67,205.0
BQ,AW,236,0,4,19,2.08,236.0
BM,AW,220,0,8,13,3.83,150.0
BM,AW,220,0,7,8,3.83,205.0
AB,AW,236,1,4,21,1.92,198.0
AQ,AW,240,0,8,18,2.25,216.0
AT,AW,240,1,10,17,1.67,209.0
AY,AW,240,0,7,21,2.5,206.0
AK,AW,240,0,4,17,1.67,240.0
AK,AW,220,0,8,18,1.5,220.0
BD,AW,240,0,8,19,1.67,176.0
AY,AW,240,0,5,12,2.5,177.0
BM,AW,220,0,4,14,3.75,220.0
AU,AW,240,0,8,19,2.17,240.0
AT,AW,220,0,5,23,1.75,220.0
AK,AW,240,0,6,22,1.5,238.0
AK,AW,236,0,8,13,1.5,236.0
AT,AW,220,0,4,8,1.58,220.0
AT,AW,220,1,4,16,1.58,220.0
AU,AW,220,1,6,19,2.17,207.0
BM,AW,240,0,4,8,3.75,181.0
AK,AW,220,0,4,13,1.67,220.0
AT,AW,240,0,4,8,1.58,240.0
AK,AW,240,0,12,17,1.58,200.0
AO,AW,220,1,7,13,1.67,220.0
AT,AW,240,0,4,21,1.58,194.0
AM,AW,240,1,7,15,1.58,144.0
AK,AW,220,1,12,20,1.5,123.0
BP,AW,236,0,3,22,1.58,196.0
BJ,AW,240,0,11,22,1.17,143.0
AT,AW,240,1,1,17,1.58,238.0
AP,AW,240,1,10,9,2.92,211.0
BP,AW,220,0,7,22,1.67,183.0
AK,AW,220,1,7,14,1.58,220.0
AT,AW,240,0,11,14,1.67,240.0
BB,AW,240,0,11,13,2.0,199.0
AK,AW,240,0,8,22,1.5,240.0
AT,AW,240,0,8,16,1.75,240.0
AK,AW,240,1,11,22,1.5,240.0
BQ,AW,220,1,11,22,2.08,220.0
AT,AW,220,0,6,14,1.75,202.0
AT,AW,236,1,3,18,1.58,236.0
AT,AW,240,0,4,21,1.58,240.0
BF,AW,220,0,3,8,1.42,186.0
AT,AW,240,0,11,9,1.67,240.0
BL,AW,240,0,11,13,2.17,208.0
BQ,AW,240,1,9,22,2.08,240.0
AK,AW,236,1,11,13,1.5,228.0
AT,AW,240,1,11,14,1.67,238.0
AQ,AW,220,1,9,18,2.17,190.0
AF,AW,220,1,5,8,1.75,134.0
BC,AW,240,1,1,8,1.58,213.0
AT,AW,240,1,3,5,1.58,196.0
BM,AW,240,0,10,20,3.75,199.0
AU,AW,240,0,3,20,2.17,240.0
AT,AW,240,0,9,20,1.67,240.0
AK,AW,240,0,11,18,1.58,218.0
AL,AW,240,1,9,6,1.5,201.0
AT,AW,240,1,6,8,1.75,220.0
AF,AW,240,1,9,22,1.75,176.0
BH,AW,240,0,1,16,2.83,129.0
AU,AW,240,0,12,19,2.17,207.0
AO,AW,240,1,3,8,1.42,217.0
AT,AW,220,0,3,12,1.58,220.0
BH,AW,240,0,10,16,2.83,207.0
BP,AW,240,1,3,22,1.58,203.0
AF,AW,240,0,11,6,2.67,152.0
AE,AW,220,0,12,20,2.75,133.0
BD,AW,220,0,10,13,1.58,214.0
AO,AW,240,0,4,8,1.42,240.0
BH,AW,220,0,6,16,3.0,212.0
AE,AW,220,0,7,21,2.75,200.0
BP,AW,240,0,12,22,1.67,170.0
AO,AW,240,0,11,13,1.58,196.0
AK,AW,240,0,7,13,1.67,224.0
AK,AW,240,1,10,11,1.58,240.0
AK,AW,240,1,12,17,1.58,219.0
BQ,AW,240,0,12,9,2.08,202.0
AU,AW,240,1,10,6,2.17,183.0
AL,AW,220,1,12,21,1.42,157.0
AX,AW,220,0,10,23,3.5,151.0
BM,AW,240,1,5,13,3.75,146.0
AV,AW,240,0,12,21,1.5,154.0
BQ,AW,240,0,7,22,2.08,213.0
BC,AW,220,0,7,8,1.67,220.0
AF,AW,220,0,3,9,1.67,193.0
AJ,AW,240,1,7,17,2.58,218.0
AT,AW,220,0,12,7,1.67,220.0
BP,AW,240,0,11,22,1.67,240.0
AP,AW,240,1,1,9,2.92,123.0
BB,AW,240,0,6,16,2.0,150.0
AK,AW,240,1,1,13,1.67,199.0
AO,AW,240,0,7,13,1.67,180.0
AU,AW,240,0,3,6,2.17,240.0
AO,AW,220,0,10,8,1.58,216.0
BH,AW,240,0,10,16,2.83,163.0
AK,AW,240,1,9,18,1.5,214.0
BH,AW,240,0,3,15,2.83,180.0
BM,AW,240,1,12,12,4.75,179.0
AK,AW,240,1,3,17,1.67,220.0
BH,AW,240,1,11,12,2.83,113.0
AK,AW,240,1,9,10,1.5,240.0
AO,AW,220,0,6,18,1.67,208.0
AF,AW,240,1,12,22,2.67,197.0
AK,AW,240,0,1,10,1.67,166.0
BF,AW,240,0,8,7,1.5,216.0
AK,AW,240,0,8,10,1.67,220.0
AT,AW,240,0,2,7,1.58,222.0
BF,AW,240,1,8,7,1.5,240.0
BC,AW,220,0,7,22,1.67,196.0
AJ,AW,240,1,3,17,2.5,176.0
BC,AW,240,0,12,22,1.58,201.0
AT,AW,220,0,1,8,1.58,141.0
AO,AW,240,1,8,8,1.67,240.0
BM,AW,240,1,11,12,4.75,233.0
AO,AW,240,1,2,18,1.42,193.0
AP,AW,240,0,10,21,2.92,178.0
AT,AW,230,0,12,14,1.67,203.0
BJ,AW,240,0,5,22,1.23,133.0
BM,AW,240,1,9,20,3.83,237.0
AT,AW,240,0,1,18,1.58,240.0
AK,AW,240,0,8,22,1.5,240.0
BM,AW,240,1,5,8,3.75,214.0
AK,AW,220,0,8,13,1.67,220.0
BF,AW,240,1,12,6,1.42,192.0
BF,AW,220,0,8,7,1.5,218.0
AE,AW,240,0,1,15,2.83,240.0
AK,AW,240,0,5,22,1.75,212.0
AT,AW,220,1,1,5,1.58,150.0
BL,AW,240,1,9,17,2.17,238.0
AL,AW,240,1,6,6,1.5,176.0
AO,AW,240,1,12,8,1.58,226.0
AK,AW,240,0,5,10,1.75,240.0
AL,AW,240,1,5,21,1.42,240.0
AF,AW,240,0,8,6,1.75,133.0
AK,AW,240,0,4,13,1.67,199.0
AT,AW,220,1,4,8,1.58,220.0
AT,AW,220,0,4,14,1.58,206.0
AT,AW,220,1,4,16,1.58,220.0
AT,AW,240,1,5,23,1.75,239.0
AK,AW,240,0,6,19,1.5,240.0
BM,AW,240,0,4,16,3.75,174.0
AE,AW,220,0,5,16,2.75,183.0
AK,AW,236,0,4,10,1.67,214.0
AO,AW,240,0,3,8,1.42,240.0
BD,AW,220,0,7,8,1.67,165.0
AT,AW,240,0,12,17,1.67,238.0
AT,AW,220,1,1,8,1.58,158.0
AK,AW,240,0,6,17,1.5,239.0
BM,AW,220,1,1,13,4.75,177.0
BD,AW,220,1,7,8,1.67,206.0
AT,AW,240,0,3,9,1.58,240.0
AT,AW,240,0,8,17,1.75,237.0
BH,AW,240,0,8,21,3.0,195.0
BP,AW,240,0,11,22,1.67,240.0
BM,AW,240,0,12,19,4.75,240.0
BH,AW,236,0,8,16,3.0,223.0
BM,AW,236,1,8,8,3.83,189.0
AL,AW,240,1,6,21,1.5,210.0
AK,AW,220,1,12,14,1.58,141.0
AO,AW,240,1,3,13,1.42,215.0
AT,AW,220,0,3,17,1.58,205.0
AT,AW,220,1,12,18,1.67,177.0
BK,AW,240,0,12,13,2.58,180.0
BQ,AW,220,0,12,22,2.08,220.0
BM,AW,236,0,8,13,3.83,149.0
AT,AW,240,0,10,16,1.67,238.0
BC,AW,220,0,12,22,1.58,209.0
AD,AW,240,0,11,21,1.33,174.0
AP,AW,240,1,3,21,2.92,226.0
AO,AW,220,0,3,13,1.42,218.0
AY,AW,220,0,7,12,2.5,220.0
AK,AW,220,0,6,13,1.67,212.0
BF,AW,220,1,8,18,1.5,220.0
AU,AW,240,1,3,19,2.17,240.0
BF,AW,220,1,10,22,1.42,215.0
AF,AW,240,1,12,6,2.67,238.0
AL,AW,240,0,11,6,1.42,175.0
BH,AW,240,0,11,16,2.83,164.0
BM,AW,220,0,3,14,3.75,202.0
AT,AW,220,1,6,7,1.75,218.0
AK,AW,240,0,1,12,1.67,216.0
AT,AW,220,1,7,8,1.75,188.0
BL,AW,240,1,11,21,2.17,212.0
AO,AW,240,0,5,13,1.5,216.0
AT,AW,240,1,3,16,1.58,240.0
AF,AW,220,0,11,6,2.67,150.0
AO,AW,220,1,6,18,1.67,213.0
BH,AW,240,0,9,16,2.92,203.0
AU,AW,240,0,1,6,2.17,181.0
AO,AW,240,1,6,18,1.67,240.0
BM,AW,220,0,8,13,3.83,167.0
BF,AW,240,1,10,18,1.42,226.0
AT,AW,240,1,11,8,1.67,221.0
AT,AW,240,0,1,5,1.58,224.0
BM,AW,240,1,5,8,3.75,159.0
AK,AW,240,1,2,17,1.67,208.0
AF,AW,240,0,9,22,1.75,174.0
AT,AW,220,0,3,22,1.58,220.0
AT,AW,220,0,12,9,1.67,220.0
AT,AW,240,1,10,7,1.67,220.0
AO,AW,240,0,12,18,1.5,213.0
AT,AW,240,0,3,5,1.58,237.0
BC,AW,240,0,12,8,1.58,136.0
BC,AW,240,1,9,8,1.58,193.0
BQ,AW,220,1,2,22,2.08,186.0
AT,AW,236,1,2,18,1.58,230.0
AP,AW,240,1,6,9,3.08,240.0
AT,AW,220,0,4,22,1.58,220.0
AO,AW,240,0,11,13,1.58,237.0
AK,AW,240,1,6,17,1.5,240.0
BC,AW,240,0,3,22,1.58,170.0
AO,AW,240,1,1,8,1.42,204.0
AT,AW,220,1,2,5,1.58,214.0
BQ,AW,240,0,10,22,2.08,205.0
BD,AW,220,1,6,22,1.67,185.0
AK,AW,220,1,6,10,1.67,179.0
BD,AW,220,0,7,13,1.67,159.0
AK,AW,220,0,11,17,1.58,192.0
AJ,AW,220,0,5,20,2.58,220.0
AK,AW,240,1,8,17,1.5,240.0
AT,AW,220,0,9,8,1.75,220.0
BM,AW,240,0,4,14,3.75,142.0
AT,AW,220,1,6,7,1.75,155.0
BM,AW,220,0,12,12,4.75,197.0
BD,AW,236,1,10,22,1.58,160.0
AT,AW,240,1,12,17,1.67,202.0
AT,AW,240,0,12,12,1.67,189.0
AT,AW,220,0,11,9,1.67,220.0
BH,AW,240,1,8,16,3.0,198.0
BD,AW,240,1,8,19,1.67,236.0
AO,AW,220,0,5,8,1.5,220.0
AK,AW,240,0,6,14,1.58,240.0
AL,AW,220,1,12,21,1.42,172.0
AU,AW,240,0,8,6,2.17,217.0
BC,AW,220,0,8,8,1.67,220.0
BL,AW,240,0,1,22,2.17,237.0
BH,AW,240,1,9,16,2.92,172.0
AT,AW,240,0,10,16,1.67,240.0
AJ,AW,220,0,3,20,2.5,206.0
AL,AW,220,0,5,21,1.42,156.0
AT,AW,240,1,2,14,1.58,196.0
AL,AW,240,0,12,6,1.42,149.0
AK,AW,220,1,7,17,1.5,220.0
BB,AW,240,1,8,23,2.0,181.0
BD,AW,240,1,7,22,1.67,233.0
AK,AW,236,0,1,15,1.67,220.0
AL,AW,240,0,6,6,1.5,159.0
AV,AW,220,0,10,22,1.5,150.0
AT,AW,240,0,2,8,1.58,240.0
AK,AW,240,1,6,18,1.5,240.0
BM,AW,240,1,9,8,3.83,234.0
BM,AW,220,1,8,13,3.83,167.0
BL,AW,240,1,10,17,2.17,184.0
BQ,AW,220,0,5,21,2.17,216.0
AK,AW,240,0,6,21,1.5,239.0
BA,AW,220,0,4,13,1.58,220.0
AT,AW,240,1,5,12,1.75,238.0
AK,AW,240,1,2,13,1.67,214.0
AK,AW,240,0,5,21,1.75,229.0
AS,AW,240,1,5,16,2.83,146.0
AP,AW,240,0,8,9,3.08,198.0
BL,AW,240,0,4,21,2.17,240.0
AK,AW,240,0,9,23,1.42,204.0
AP,AW,240,0,1,9,2.92,115.0
AT,AW,220,1,6,14,1.75,218.0
AB,AW,240,0,2,16,1.92,195.0
AK,AW,240,0,4,17,1.67,239.0
BD,AW,236,0,4,19,1.58,220.0
AK,AW,240,0,4,22,1.67,157.0
AT,AW,240,0,6,14,1.75,240.0
AK,AW,240,1,5,18,1.75,234.0
BA,AW,240,0,12,18,1.5,160.0
AU,AW,240,0,4,19,2.17,224.0
AY,AW,240,0,4,13,2.42,156.0
BC,AW,240,0,4,8,1.58,184.0
AL,AW,240,1,6,6,1.5,176.0
BH,AW,240,1,9,20,2.92,137.0
AT,AW,240,0,2,8,1.58,223.0
BM,AW,240,1,11,8,4.75,176.0
AT,AW,240,1,8,23,1.75,219.0
AY,AW,240,0,1,13,2.42,233.0
AK,AW,220,0,11,13,1.5,220.0
BM,AW,220,0,3,13,4.75,118.0
BF,AW,240,1,11,14,1.42,207.0
BS,AW,240,0,7,17,1.75,166.0
AL,AW,220,0,7,6,1.5,202.0
AT,AW,240,0,11,9,1.67,240.0
BH,AW,240,1,3,15,2.83,212.0
BM,AW,240,0,8,13,3.83,180.0
AT,AW,220,1,7,8,1.75,209.0
AK,AW,240,1,3,17,1.67,238.0
BJ,AW,236,0,8,22,1.17,162.0
AP,AW,240,1,3,21,2.92,145.0
BM,AW,240,0,2,7,4.75,134.0
BM,AW,240,0,2,7,4.75,117.0
BP,AW,240,1,11,8,1.67,211.0
AK,AW,220,1,12,21,1.5,173.0
AY,AW,240,1,8,12,2.5,240.0
BC,AW,240,0,9,8,1.58,187.0
AO,AW,240,1,7,8,1.67,210.0
AU,AW,236,0,9,6,2.08,183.0
AL,AW,240,0,8,6,1.5,187.0
BD,AW,240,0,8,8,1.67,199.0
AK,AW,240,1,3,17,1.67,240.0
AU,AW,240,1,7,6,2.17,240.0
AT,AW,240,0,3,5,1.58,240.0
AT,AW,220,0,6,22,1.75,186.0
BM,AW,240,1,7,8,3.83,221.0
AL,AW,240,1,12,21,1.42,156.0
AT,AW,240,1,12,8,1.67,234.0
BH,AW,240,0,6,16,3.0,240.0
AY,AW,220,1,8,21,2.5,179.0
AP,AW,240,0,6,21,3.08,194.0
BM,AW,240,0,12,19,4.75,184.0
AK,AW,240,0,10,13,1.5,235.0
AT,AW,240,0,3,8,1.58,226.0
BM,AW,220,0,3,8,3.75,191.0
AT,AW,240,0,8,14,1.75,240.0
AV,AW,240,1,10,13,1.5,165.0
AO,AW,240,0,2,8,1.42,223.0
BL,AW,240,0,2,22,2.17,203.0
AT,AW,240,1,6,12,1.75,240.0
AE,AW,240,1,8,7,2.75,203.0
BC,AW,220,0,2,8,1.58,199.0
AJ,AW,240,0,3,17,2.5,232.0
AL,AW,220,0,10,21,1.42,220.0
BP,AW,240,1,10,22,1.67,239.0
AO,AW,240,1,3,8,1.42,223.0
AP,AW,220,1,8,9,3.08,206.0
AT,AW,240,1,7,8,1.75,218.0
AU,AW,240,1,10,19,2.17,210.0
AL,AW,240,0,4,21,1.42,149.0
AK,AW,240,0,9,14,1.5,240.0
AK,AW,240,0,3,13,1.67,240.0
AT,AW,240,0,3,8,1.58,240.0
AT,AW,240,0,3,18,1.58,240.0
AF,AW,240,1,5,22,1.75,240.0
AP,AW,240,0,2,9,2.92,214.0
AR,AW,220,1,12,17,2.83,202.0
AT,AW,220,0,10,17,1.67,220.0
BL,AW,240,0,10,21,2.17,236.0
AP,AW,240,0,11,9,2.92,186.0
AT,AW,240,0,3,5,1.58,233.0
AT,AW,220,0,11,17,1.67,220.0
AT,AW,220,1,2,14,1.58,167.0
AK,AW,220,0,7,20,1.5,220.0
AO,AW,240,0,1,15,1.42,186.0
BF,AW,220,0,8,22,1.5,137.0
AK,AW,240,0,2,10,1.67,193.0
AL,AW,220,1,10,21,1.42,160.0
BM,AW,240,1,6,19,3.83,222.0
AS,AW,240,1,9,16,2.75,145.0
AF,AW,240,1,2,8,2.67,192.0
AT,AW,240,1,2,18,1.58,235.0
AU,AW,236,0,9,6,2.08,180.0
BA,AW,240,1,7,12,1.42,192.0
AK,AW,240,1,7,10,1.67,233.0
AT,AW,240,0,4,8,1.58,216.0
AT,AW,240,0,10,17,1.67,240.0
AK,AW,240,0,8,20,1.5,228.0
AT,AW,220,0,2,14,1.58,220.0
AT,AW,240,0,2,9,1.58,225.0
AK,AW,240,1,10,10,1.58,240.0
AO,AW,220,0,10,8,1.58,220.0
BF,AW,240,0,11,19,1.42,226.0
BE,AW,240,1,12,20,2.17,168.0
BF,AW,220,1,4,17,1.42,131.0
AL,AW,240,1,5,7,1.42,240.0
BD,AW,240,1,7,22,1.67,229.0
AK,AW,240,1,6,13,1.67,222.0
BF,AW,240,1,4,8,1.42,169.0
BL,AW,240,1,9,21,2.17,221.0
BM,AW,240,1,6,21,3.83,178.0
BA,AW,240,1,4,12,1.58,240.0
AU,AW,240,0,4,6,2.17,192.0
AL,AW,240,1,2,21,1.42,140.0
AK,AW,240,0,10,14,1.58,228.0
AE,AW,240,0,5,16,2.75,164.0
AK,AW,220,0,5,16,1.75,220.0
AK,AW,240,1,9,13,1.5,234.0
AK,AW,240,0,4,22,1.67,201.0
AK,AW,240,1,4,15,1.67,218.0
AU,AW,236,0,8,19,2.17,236.0
AK,AW,220,1,4,22,1.67,220.0
AO,AW,240,0,1,18,1.42,181.0
AY,AW,220,1,6,12,2.5,220.0
AY,AW,240,1,8,21,2.5,215.0
BH,AW,220,1,7,11,3.0,201.0
BB,AW,240,0,12,16,2.0,164.0
BM,AW,220,0,7,8,3.83,158.0
AT,AW,240,1,11,17,1.67,227.0
BM,AW,240,1,3,8,3.75,240.0
AP,AW,240,1,12,9,2.92,172.0
BC,AW,240,1,12,22,1.58,186.0
AY,AW,240,0,5,12,2.5,240.0
AK,AW,240,1,1,17,1.67,224.0
BP,AW,240,1,10,22,1.67,220.0
BM,AW,240,0,3,14,3.75,202.0
AP,AW,240,1,1,9,2.92,212.0
AK,AW,240,0,7,11,1.67,205.0
BM,AW,240,0,11,19,4.75,234.0
AS,AW,220,0,7,21,2.82,132.0
AP,AW,240,0,11,9,2.92,240.0
BF,AW,240,0,9,22,1.42,240.0
